phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
MS_734	119	2324	1.0376476370562764e-9	8.983950098570299	0.196	1.199055678415776	0.814	1.584	3.3169831445443307	0.5207432646307315	True	Both	Diseases of the jaws	Muscloskeletal
MS_719.8	67	2463	0.3481529534964145	0.45822991620934206	0.252	0.23640338713988124	-0.257	0.73	1.2666851716309944	0.10266868653808861	True	Both	Rhabdomyolysis	Muscloskeletal
GI_527.3	53	2433	0.01252238987156163	1.9023127790342074	0.28	0.6984103873897519	0.15	1.247	2.010554163669066	0.30331577734728177	True	Both	Functional dyspepsia	Gastrointestinal
MS_745.7	136	2394	0.9581612061660194	0.01856141674764297	0.184	0.009669350604494985	-0.352	0.371	1.0097162498148058	0.004199345611120036	True	Both	Skull and face fracture	Muscloskeletal
SO_394.2	55	2485	0.6501598951559744	0.1869798232890412	0.282	0.12802928344548323	-0.425	0.681	1.1365862853722668	0.05560241132240068	True	Both	Vertigo	Sense organs
MS_724.1	397	1972	2.4391250098656173e-10	9.61276594068523	0.115	0.7272578825192015	0.502	0.952	2.0693982872214214	0.3158440852987326	True	Both	Myalgia	Muscloskeletal
GE_972	95	2415	0.0015633778772146084	2.8059360378769167	0.212	0.6719141551135445	0.256	1.088	1.9579816164345338	0.291808609878498	True	Both	Genetic neuromuscular disease	Genetic
NS_333.8	87	2428	8.519688228301362e-7	6.06957629762834	0.227	1.1195650782442321	0.674	1.565	3.063521521348926	0.4862209356130524	True	Both	Sleep disturbances	Neurological
GI_522.1	66	2495	0.9693164522876481	0.013534415884273657	0.26	-0.009991068108683871	-0.519	0.499	0.9900586768061732	-0.004339065747920962	True	Both	Inflammatory bowel disease	Gastrointestinal
DE_685.8	86	2400	4.6122020880211353e-7	6.336091671934659	0.228	1.1475438306567662	0.701	1.594	3.150445371612649	0.4983719533963532	True	Both	Hyperhidrosis	Dermatological
DE_660.122	162	2339	0.042826943398553675	1.3682829205254863	0.17	0.3448866954319903	0.011	0.679	1.4118299438229451	0.14978238870796082	True	Both	Dermatophytosis of nail	Dermatological
EM_230.21	138	2336	3.2081089310407623e-6	5.493750893708719	0.178	0.8301393249339964	0.481	1.18	2.293638279005643	0.3605249280297252	True	Both	Abnormal weight loss	Endocrine/Metab
EM_239.1	446	2001	0.012128204651003002	1.9162034833766453	0.118	0.29670771827169784	0.065	0.529	1.3454219997063634	0.12885852478350301	True	Both	Hypercholesterolemia	Endocrine/Metab
MS_707	189	2260	0.00008141095246756518	4.089317164198604	0.158	0.6230214824684073	0.313	0.933	1.864553254295663	0.2705747919432128	True	Both	Other arthropathies	Muscloskeletal
SO_397	185	2286	0.006480423175105336	2.1883966335410667	0.157	0.42727661813659273	0.12	0.735	1.5330766798902025	0.1855638775030051	True	Both	Other hearing abnormality	Sense organs
GI_502.3	124	2325	0.03420582039820955	1.4658999889218576	0.186	0.39368021648418033	0.029	0.758	1.4824264173374204	0.17097314565355712	True	Both	Diseases of pulp and periapical tissues	Gastrointestinal
RE_498.1	135	2341	0.5557677439469612	0.25510666272661436	0.188	-0.11073253767986038	-0.479	0.258	0.8951781433362671	-0.048090530081507266	True	Both	Hypoxemia	Respiratory
RE_488	935	1291	1.1283753541249707e-18	17.947546408234874	0.093	0.8229650411961965	0.64	1.006	2.277241953472979	0.3574091761907905	True	Both	Abnormalities of breathing	Respiratory
GU_625	139	912	5.8121413551685965e-9	8.235663831913042	0.188	1.095795848904316	0.727	1.465	2.9915625680454254	0.4758980904716339	True	Female	Pain and other symptoms associated with female genital organs	Genitourinary
SO_396.9	57	2468	0.01055032758493174	1.9767340554260526	0.271	0.6920762704174058	0.162	1.223	1.9978593261541735	0.3005649052984621	True	Both	Unilateral hearing loss	Sense organs
CA_103	166	2322	0.011795022730136322	1.9283012178505972	0.173	0.4345252947010939	0.096	0.773	1.5442298308480422	0.18871193773606942	True	Both	Malignant neoplasm of the skin	Neoplasms
MS_711.1	51	2495	0.0000885567613942212	4.052778274405047	0.298	1.1690301549018274	0.585	1.754	3.2188693195742797	0.5077033454523674	True	Both	Derangement of meniscus	Muscloskeletal
BI_164	772	1592	1.0419340713167545e-6	5.982159760277548	0.093	0.4548821333453919	0.272	0.637	1.5759876156983528	0.19755280042828285	True	Both	Anemia	Blood/Immune
MB_290.1	689	1781	8.974586960647666e-31	30.046985529918366	0.093	1.0691135891513708	0.887	1.251	2.912796420964108	0.46431013229622065	True	Both	Posttraumatic stress disorder	Mental
MS_715.1	404	1996	4.21259015168778e-11	10.375450791886399	0.119	0.787171254296494	0.553	1.021	2.1971723853468297	0.34186413205382876	True	Both	Spondylosis	Muscloskeletal
MS_713.35	78	2441	0.0005163987541930713	3.2870148141355306	0.233	0.8092263361553421	0.352	1.266	2.246169534116721	0.351442532403051	True	Both	Pain in joints of hand	Muscloskeletal
ID_002	135	2355	0.0037760425669065125	2.4229631185931395	0.178	0.5160831151294497	0.167	0.865	1.6754522270393684	0.22413204910416062	True	Both	Staphylococcus	Infections
MS_719.11	154	2271	5.786846164685606e-6	5.237558062602097	0.169	0.7649324576942074	0.434	1.096	2.148849231521727	0.3322059454052869	True	Both	Spasm of muscle	Muscloskeletal
MB_287.5	67	2476	0.0002908940203250375	3.5362652061043716	0.251	0.9111453324739621	0.418	1.404	2.4871695387307144	0.39570539010534556	True	Both	Drug-induced psychotic disorder	Mental
DE_664	104	2433	0.011355890632198358	1.9447787987863243	0.203	0.5128370591109377	0.116	0.91	1.670022432730063	0.22272230488737202	True	Both	Papulosquamous disorders	Dermatological
NS_351.3	193	2182	0.0003169417485661743	3.4990205504035243	0.152	0.546378966172757	0.249	0.844	1.7269881994635048	0.23728937003683187	True	Both	Paresthesia of skin*	Neurological
ID_002.1	116	2391	0.00781323188903873	2.1071692860660205	0.191	0.508898368591362	0.134	0.884	1.663457667981881	0.2210117533287956	True	Both	Staphylococcus aureus	Infections
GI_510.2	217	2234	0.047421993883552505	1.3240201898259907	0.145	0.2880668403172345	0.003	0.573	1.333846455864138	0.12510583916908014	True	Both	Esophagitis	Gastrointestinal
SS_807.2	295	2075	0.038347251143456974	1.4162657622499515	0.13	0.2697267983036005	0.014	0.525	1.30960661510596	0.11714086012468511	True	Both	Weakness	Symptoms
MS_741.5	109	2347	0.0007909859464070285	3.101831232623813	0.197	0.6613001641611376	0.275	1.048	1.9373095180758717	0.28719901217689664	True	Both	Sprains and strains of knee and leg	Muscloskeletal
ID_004	108	2344	0.003243185147757459	2.4890282575082905	0.198	0.5822164752730636	0.195	0.97	1.790001531203171	0.2528534024842526	True	Both	Streptococcus	Infections
GU_626.16	122	939	0.00002525161344096746	4.5977108675998615	0.195	0.8207819874962776	0.439	1.203	2.2722760344070174	0.35646108801521725	True	Female	Excessive menstruation	Genitourinary
CA_103.21	53	2528	0.20497097640030093	0.6883076300738179	0.292	0.3697197034122455	-0.202	0.941	1.447328876457034	0.16056722704284507	True	Both	Basal cell carcinoma	Neoplasms
SS_840.63	57	2476	0.11773687399261774	0.9290874992337116	0.269	0.42135623510269393	-0.107	0.949	1.5240270936663096	0.18299268782062925	True	Both	Allergy to narcotic agent	Symptoms
MB_286.11	363	2122	2.7243706268834297e-25	24.564733810760302	0.118	1.2224505088288384	0.992	1.453	3.395498245400036	0.5309035103841869	True	Both	Bipolar I disorder	Mental
MS_701	103	2468	0.13206199375295502	0.8792221504268544	0.205	0.30836999383245695	-0.093	0.71	1.3612045330592404	0.13392338670597587	True	Both	Osteomyelitis, periostitis, and other infections involving bone	Muscloskeletal
NS_333.3	134	2376	1.0868167381794154e-8	7.963843681587438	0.183	1.0479487461448194	0.689	1.407	2.8517953580688524	0.4551183577681267	True	Both	Hypersomnia	Neurological
GI_555	135	2401	0.06466031921084343	1.1893621557225191	0.195	-0.3600942967950925	-0.742	0.022	0.6976105405312022	-0.15638696606294047	True	Both	Ascites	Gastrointestinal
GU_592.1	136	2318	0.03101943411455899	1.5083661292550414	0.182	0.3919041717907433	0.036	0.748	1.479795898416544	0.17020181924358388	True	Both	Cystitis	Genitourinary
SS_800	1026	1234	8.94655077963254e-9	8.048344368717352	0.091	0.522090949808451	0.344	0.7	1.6855483646272016	0.2267412185534379	True	Both	Chest pain	Symptoms
GU_614.5	254	761	1.6905159333618984e-12	11.771980731589403	0.149	1.051853387178574	0.76	1.344	2.862952363118527	0.4568141218228994	True	Female	Inflammatory disease of cervix, vagina, and vulva	Genitourinary
SO_391.2	53	2467	0.0005393789338892477	3.2681060194595335	0.285	0.9870167083420639	0.428	1.546	2.6832176991304784	0.42865590997926967	True	Both	Eustachian tube disorders	Sense organs
CV_404.2	251	2247	0.5673758288555542	0.24612916980603555	0.152	0.08717589411221666	-0.212	0.386	1.09108857889775	0.03786000976791787	True	Both	Coronary atherosclerosis [Atherosclerotic heart disease]	Cardiovascular
MB_284.1	509	1885	1.0693436913825364e-7	6.970882688353959	0.103	0.5480571183167606	0.346	0.75	1.7298887815414028	0.23801818225276675	True	Both	Suicidal ideations	Mental
MS_713.32	157	2256	3.969513094821052e-8	7.40126276104567	0.168	0.925021016246989	0.595	1.255	2.5219212611213178	0.40173152300060555	True	Both	Pain in elbow	Muscloskeletal
CV_424	224	2317	0.5616213867585695	0.25055636246232854	0.149	0.0867141707404957	-0.206	0.38	1.0905849140861106	0.03765948585541368	True	Both	Heart failure	Cardiovascular
GU_626.2	68	1038	0.000026521768454022524	4.5763975208322325	0.261	1.0965616192182122	0.585	1.608	2.9938542952085223	0.47623066029336436	True	Female	Dysmenorrhea	Genitourinary
NS_348.2	51	2500	0.07711708498769804	1.1128493950502971	0.287	0.5076639385354929	-0.055	1.071	1.661405512721517	0.22047564716723608	True	Both	Myelopathies	Neurological
PP_916	57	1054	0.0005655511923581295	3.2475280776485143	0.287	0.9902417679599185	0.427	1.553	2.691885205277321	0.4300565355751129	True	Female	Maternal infections and carrier state in pregnancy	Pregnancy
GI_556.8	75	2411	0.042281412587668925	1.373850511696168	0.238	0.48391648074244226	0.017	0.951	1.622416137002337	0.2101622572884839	True	Both	Nonspecific abnormal findings in stool contents	Gastrointestinal
MS_741.72	62	2432	0.0000937675768747223	4.027947306808809	0.265	1.0361539820320185	0.516	1.556	2.8183566927620514	0.44999595679858684	True	Both	Neck sprain	Muscloskeletal
CV_444	198	2302	0.08201130516534288	1.086126276488153	0.154	0.26741475989881813	-0.034	0.569	1.3065822518858685	0.11613675460353973	True	Both	Venous insufficiency	Cardiovascular
MS_721.11	54	2512	0.15455695322217428	0.8109114520817865	0.283	0.40328020536037584	-0.152	0.958	1.4967262236221817	0.17514236784882142	True	Both	Trigger finger	Muscloskeletal
DE_660.123	95	2403	0.0041205942983511285	2.3850401427335752	0.212	0.6074244401351548	0.192	1.022	1.8356973565584511	0.26380108252386986	True	Both	Dermatophytosis of foot [Athelet's foot]	Dermatological
DE_676.2	56	2462	0.08487058643488658	1.0712427969448817	0.274	0.4712828941582721	-0.065	1.007	1.6020481336334877	0.20467556034833184	True	Both	Scar conditions and fibrosis of skin	Dermatological
CV_424.3	70	2486	0.17262518430012108	0.7628958447465035	0.248	0.3384896016117744	-0.148	0.825	1.4028271617365182	0.14700416616162368	True	Both	Diastolic heart failure	Cardiovascular
GU_621	59	1059	0.33482037263521636	0.4751881245919362	0.27	0.26021813567186797	-0.269	0.789	1.2972130242398594	0.11301130041344398	True	Female	Dysplasia of female genital organs	Genitourinary
ID_089.1	585	1712	8.449888995075053e-8	7.073148996274334	0.098	0.5266980908884895	0.334	0.719	1.693331839756772	0.22874207450184839	True	Both	Bacterial infections	Infections
MS_728.1	61	2481	0.001350329626242478	2.8695602038130272	0.263	0.8428529548871074	0.327	1.358	2.322984903101651	0.3660463873633212	True	Both	Chondromalacia	Muscloskeletal
MB_283	505	1694	7.138486663299886e-8	7.146393847529	0.104	0.5595707062764091	0.356	0.763	1.749921108875011	0.24301846997054982	True	Both	Other mental and behavioral problems	Mental
GI_514.2	74	2453	0.9347601484789503	0.029299811111445362	0.246	0.02014323330476021	-0.462	0.502	1.0203474773018213	0.008748095071947192	True	Both	Intestinal obstruction	Gastrointestinal
SS_809.31	278	2080	0.003171135355770995	2.498785220284531	0.131	0.3867161292682979	0.13	0.644	1.472138534910081	0.16794868100420643	True	Both	Pain in arm*	Symptoms
ID_059	179	2227	0.005165712146914152	2.2868697980252293	0.157	0.4391633084995974	0.131	0.747	1.5514086249158627	0.1907262015357506	True	Both	Coronavirus	Infections
CA_142	235	2277	0.009721644805489659	2.0122602505556393	0.154	0.3974456142541455	0.096	0.699	1.488018864750331	0.17260843712722376	True	Both	Lump or mass in breast or nonspecific abnormal breast exam	Neoplasms
ID_015.2	51	2518	0.42283156902196617	0.373832595299768	0.306	-0.24489347978847	-0.844	0.354	0.7827879165355051	-0.10635588692621807	True	Both	Clostridium difficile	Infections
SO_390.1	111	2378	0.010591205004963238	1.9750546256116333	0.195	0.4987536100702844	0.116	0.881	1.6466676012137655	0.21660594068285063	True	Both	Otitis externa	Sense organs
RE_466	72	2445	0.00003489078957395143	4.457289202414023	0.247	1.0231290376020201	0.539	1.508	2.7818857848329586	0.444339295305542	True	Both	Tonsillitis and adenoiditis	Respiratory
CV_404.11	91	2443	0.7299754140607114	0.13669176688992196	0.229	-0.07918659456127458	-0.529	0.37	0.9238675197061783	-0.0343903010586716	True	Both	Acute myocardial infarction	Cardiovascular
DE_668	492	1842	2.7432282179065814e-10	9.561738060549102	0.107	0.6758991635966849	0.466	0.886	1.9657997571181378	0.2935392770730635	True	Both	Dermatitis [eczema]	Dermatological
NS_329.4	143	2378	1.9075020520180117e-21	20.71953498617538	0.206	1.956641874814533	1.553	2.36	7.075526620941308	0.8497587692927849	True	Both	Specified cognitive deficit	Neurological
NS_336.5	89	2435	0.08987931515573414	1.046340245389744	0.219	0.37212144477412207	-0.058	0.802	1.4508091637859108	0.16161029006326685	True	Both	Mononeuritis of lower limb	Neurological
SO_387.1	101	2425	0.1712542776818513	0.7663585716578963	0.211	0.2889115033695169	-0.125	0.703	1.3349735826369815	0.1254726716717539	True	Both	Hypermetropia	Sense organs
GI_546.3	68	2427	0.4470452107737114	0.3496485533856142	0.263	-0.20001505151146143	-0.716	0.316	0.8187184300354086	-0.08686543316902234	True	Both	Hepatomegaly	Gastrointestinal
DE_670	174	2311	0.0006018536694893574	3.2205090872443303	0.176	0.6043186334316284	0.259	0.95	1.830004879844793	0.2624522478106702	True	Both	Seborrheic keratosis	Dermatological
DE_681	262	2065	7.42258187085541e-7	6.12944500345039	0.134	0.6630058468186907	0.4	0.926	1.9406167730850918	0.28793978074295	True	Both	Localized swelling, mass and lump of skin and subcutaneous tissue	Dermatological
RE_474.1	83	2452	0.27822007909269963	0.5556115302588378	0.233	0.25311582946838224	-0.204	0.711	1.288032460309679	0.10992680802048292	True	Both	Emphysema	Respiratory
CV_431.2	52	2513	0.6054088194216053	0.21795125665622517	0.304	-0.15686460536140778	-0.752	0.438	0.8548197889992782	-0.06812543251439067	True	Both	Transient cerebral ischemic attack [TIA]	Cardiovascular
NS_325.2	95	2430	0.011792513267689994	1.92839362645972	0.212	0.534118159022481	0.118	0.95	1.7059432081251145	0.23196456914778707	True	Both	Difficulty walking	Neurological
MS_708	619	1778	2.9567331182267538e-12	11.529187874159113	0.112	0.784093591441384	0.564	1.004	2.1904206246611024	0.34052752005869585	True	Both	Osteoarthritis	Muscloskeletal
MS_710	189	2299	5.950347115269526e-8	7.2254576988346395	0.154	0.8363800554749657	0.534	1.139	2.307997015363522	0.36323524286671327	True	Both	Acquired deformities of limbs	Muscloskeletal
GI_542	444	1959	0.989398018807355	0.004628963611917202	0.11	-0.0014665908921874435	-0.218	0.215	0.9985344840266821	-0.0006369323316865828	True	Both	Chronic liver disease	Gastrointestinal
MB_288.42	63	2500	9.164347224096063e-6	5.037898464370013	0.269	1.1911632924142372	0.665	1.717	3.2909072689994083	0.5173156449412128	True	Both	Social phobia	Mental
DE_662	55	2488	0.0012297028670876708	2.9101998143925556	0.279	0.9004698766543235	0.354	1.447	2.460759092800909	0.3910690985510745	True	Both	Rosacea	Dermatological
RE_498	145	2330	0.9744320855674686	0.011248424264275969	0.179	0.005744479789616248	-0.346	0.357	1.0057610109527948	0.0024947958740350455	True	Both	Asphyxia and hypoxemia	Respiratory
RE_468	378	2003	0.0010582061023944505	2.9754297383354356	0.115	0.37720121684029545	0.151	0.603	1.4581976937857632	0.16381640704093225	True	Both	Pneumonia	Respiratory
GI_542.3	81	2477	0.13621266847632904	0.8657824989320017	0.25	-0.3731283608738462	-0.864	0.118	0.6885768408460389	-0.16204758816911663	True	Both	Hepatic failure	Gastrointestinal
GI_522	566	1761	0.002480234716670857	2.6055072178304552	0.1	0.30212351742264004	0.106	0.498	1.3527283019043046	0.13121057646985354	True	Both	Gastrointestinal inflammation	Gastrointestinal
CV_416.211	98	2471	0.49731405975252674	0.3033692624918351	0.222	0.15097897247012682	-0.285	0.587	1.1629722033919618	0.06556933462719906	True	Both	Paroxysmal atrial fibrillation*	Cardiovascular
BI_177.2	145	2318	0.005196594584726077	2.284281163585886	0.173	0.4844710952803502	0.145	0.824	1.6233162021499916	0.21040312332188066	True	Both	Enlargement of lymph nodes [Lymphadenopathy]	Blood/Immune
GI_550.1	159	2343	0.7822870836768431	0.10663384032048707	0.171	0.04724665386240752	-0.288	0.382	1.0483805643069815	0.020518961060836585	True	Both	Gallstones [Cholelithiasis]	Gastrointestinal
RE_488.1	720	1531	1.3023894352978681e-9	8.885259135343732	0.096	0.5823776451156844	0.394	0.771	1.7902900487177824	0.252923397657552	True	Both	Dyspnea [Shortness of breath]	Respiratory
NS_330.3	279	2193	0.008157069246596128	2.0884658508855627	0.129	0.34128568162042217	0.088	0.594	1.4067550675294185	0.1482184882803394	True	Both	Convulsions	Neurological
RE_462.1	278	2102	7.740576934267353e-14	13.111226668512076	0.132	0.9841934800605309	0.726	1.242	2.6756530464320814	0.42742979751544663	True	Both	Acute sinusitis	Respiratory
MB_308	243	2197	8.150330077479972e-6	5.088824802557526	0.137	0.6107386701061518	0.342	0.879	1.8417913726625288	0.2652404343120322	True	Both	Symptoms related to mental disorders	Mental
MS_718.4	875	1483	6.4188718418643674e-27	26.192541295281096	0.093	1.0028789577189616	0.82	1.186	2.7261189228299885	0.43554479735422963	True	Both	Low back pain	Muscloskeletal
DE_668.1	61	2473	0.0008951026523715274	3.048127155966696	0.264	0.8760968387940045	0.359	1.393	2.4015079169690865	0.3804840227011189	True	Both	Atopic dermatitis	Dermatological
SO_363	170	2315	0.0027614637328222807	2.5588606561298155	0.166	0.49597461322524194	0.171	0.821	1.642097869720795	0.21539903768782215	True	Both	Disorders of lacrimal system	Sense organs
RE_494.1	74	2484	0.0010487722115845339	2.9793188282929712	0.24	0.7864926276213733	0.316	1.257	2.195681831378341	0.34156940823355153	True	Both	Dysphonia	Respiratory
EM_247.5	123	2348	0.4151873228327516	0.38175591553492266	0.19	0.154865303398187	-0.218	0.527	1.1675006921377198	0.0672571467041055	True	Both	Disorders of calcium metabolism	Endocrine/Metab
MS_722.1	148	2362	3.6682146751714453e-6	5.435545256013415	0.173	0.798817660147238	0.461	1.137	2.2229111377183313	0.34692210184881267	True	Both	Plantar fascial fibromatosis [Plantar fasciitis]	Muscloskeletal
BI_180	95	2454	0.06884519018294735	1.1621263960021504	0.212	0.38652482271281363	-0.03	0.803	1.471856932094863	0.16786559762280767	True	Both	Other disorders involving the immune mechanism	Blood/Immune
MS_718.2	550	1786	1.37600422710034e-22	21.861380231940963	0.103	1.0114406412657369	0.809	1.214	2.749559291682152	0.43926308927439595	True	Both	Cervicalgia	Muscloskeletal
SO_397.1	175	2306	0.0017044837575715982	2.76840713291009	0.16	0.5034072340128217	0.189	0.818	1.6543484309733376	0.21862698388194746	True	Both	Tinnitus	Sense organs
MB_280.41	167	2343	1.8278457762063365e-7	6.738060450488474	0.162	0.8466931580137277	0.529	1.165	2.331922787651699	0.36771416639059995	True	Both	Sedative, hypnotic or anxiolytic-related abuse or dependance	Mental
SO_392.1	136	2303	0.000027048814180799727	4.567851769597106	0.179	0.7501530694005833	0.4	1.1	2.1173240893384286	0.32578733862346043	True	Both	Otalgia [ear pain]	Sense organs
CV_417.1	242	2164	4.4345617915448244e-7	6.353149289229474	0.137	0.6920709165874253	0.423	0.961	1.9978486299836489	0.30056258015964443	True	Both	Palpitations	Cardiovascular
MS_713.36	402	2030	3.932003516605651e-14	13.405386102426437	0.116	0.8789507448860334	0.651	1.107	2.4083713842304433	0.38172345836875715	True	Both	Pain in hip	Muscloskeletal
DE_664.4	92	2461	0.0395334484499974	1.4030353010760934	0.215	0.4420453788077094	0.021	0.863	1.5558863430993441	0.1919778687670208	True	Both	Psoriasis	Dermatological
ID_092.1	52	2482	0.3469306133945046	0.4597573760250535	0.304	-0.2857124767404277	-0.881	0.31	0.7514786524792936	-0.12408335205927894	True	Both	Systemic inflammatory response syndrome	Infections
GI_542.4	93	2477	0.0016068608885687495	2.794021719964762	0.261	-0.8235134349749987	-1.335	-0.312	0.4388869417399139	-0.3576473405828343	True	Both	Portal hypertension	Gastrointestinal
MB_288.2	247	2198	1.2941312574338376e-13	12.88802167305813	0.138	1.0216387282220192	0.751	1.292	2.777743002134456	0.44369206216547896	True	Both	Panic disorder [episodic paroxysmal anxiety]	Mental
DE_672.2	125	2392	0.007802440376898064	2.1077695413531905	0.202	0.5374141418867262	0.142	0.933	1.7115752441549572	0.23339599631817642	True	Both	Skin changes due to chronic exposure to nonionizing radiation	Dermatological
EM_236.1	882	1577	5.445587083308364e-9	8.263955292529532	0.089	0.5184301839119326	0.344	0.693	1.6793892470790774	0.22515136812504033	True	Both	Obesity	Endocrine/Metab
GU_626.111	88	994	0.000036966665403849314	4.432189723406426	0.227	0.9376663485942383	0.492	1.383	2.5540142794127747	0.40722332106084863	True	Female	Amenorrhea	Genitourinary
DE_674.2	67	2445	0.11452541238368588	0.9410981357392897	0.252	0.39765234842047287	-0.096	0.892	1.4883265208902368	0.17269822063488066	True	Both	Hypepigmentation*	Dermatological
MS_712	120	2380	7.051945208610381e-8	7.151691070690726	0.192	1.035682459338589	0.659	1.412	2.8170280868817628	0.4497911770947382	True	Both	Joint derangements and related disorders	Muscloskeletal
GI_526.12	51	2518	0.42283156902196617	0.373832595299768	0.306	-0.2448934797884706	-0.844	0.354	0.7827879165355046	-0.10635588692621831	True	Both	Intestinal infection due to C. difficile	Gastrointestinal
